client_id,age,situation_familiale,statut_logement,type_logement,surface_m2,region,patrimoine_estime,revenu_annuel,assureur,garanties,exclusions,nombre_garanties,montant_couvert,cotisation_annuelle,sinistres_déclarés,dernier_sinistre,résiliation_précédente,paiements_en_retard
CLT00094,67,Marié(e),Propriétaire,Maison mitoyenne,136,Auvergne-Rhône-Alpes,40800,53035,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Bris de glace, véranda, capteurs solaires']",3,39347,1810,3,2022-07-21,Oui,Oui
CLT00095,29,Célibataire,Locataire,Appartement,84,Auvergne-Rhône-Alpes,25200,36390,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation']",2,5000,378,2,2025-05-24,Non,Oui
CLT00096,52,Célibataire,Propriétaire,Appartement,54,Île-de-France,17820,33479,Macif (Aéma Groupe),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']",['Assistance'],3,13119,718,3,2024-09-28,Non,Non
CLT00097,68,En couple,Propriétaire,Maison mitoyenne,105,Provence-Alpes-Côte d'Azur,33600,22157,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme']",1,29956,1048,3,2023-02-27,Non,Non
CLT00098,40,En couple,Locataire,Appartement,69,Occitanie,19320,44722,Matmut,"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Incendie, foudre, explosion, vandalisme']",3,17356,459,3,2024-09-20,Non,Non
CLT00099,50,Marié(e),Locataire,Appartement,53,Nouvelle-Aquitaine,16430,34246,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Protection corporelle de l'assuré""]",1,11607,264,3,2022-09-30,Non,Oui
CLT00100,38,En couple,Propriétaire,Appartement,49,Provence-Alpes-Côte d'Azur,15680,24157,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré""]",3,13765,504,2,2024-05-30,Non,Oui
CLT00101,68,Célibataire,Propriétaire,Maison mitoyenne,115,Île-de-France,37950,29467,Matmut,"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme']",3,35735,1184,2,2022-07-23,Non,Non
CLT00102,23,Célibataire,Locataire,Appartement,84,Auvergne-Rhône-Alpes,25200,26344,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme']",2,16344,489,3,2024-01-31,Non,Non
CLT00103,33,Célibataire,Propriétaire,Appartement,64,Auvergne-Rhône-Alpes,19200,46905,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige']",2,15588,745,3,2023-10-13,Non,Non
CLT00104,59,Marié(e),Locataire,Appartement,61,Nouvelle-Aquitaine,18910,43016,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Attentats matériels']","[""Protection corporelle de l'assuré"", 'Vol', ""Dégât des eaux, gel, refoulement d'égout""]",2,17123,355,3,2025-01-24,Oui,Oui
CLT00105,78,En couple,Locataire,Maison individuelle isolée,164,Auvergne-Rhône-Alpes,49199,39918,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Vol']",3,41265,844,2,2023-04-22,Non,Oui
CLT00106,38,Marié(e),Propriétaire,Appartement,71,Nouvelle-Aquitaine,22010,37935,Matmut,"['Responsabilité civile', 'Attentats matériels']","['Vol', 'Dommages électriques, climatiques, inondation', ""Protection corporelle de l'assuré""]",2,19208,640,2,2022-09-04,Oui,Non
CLT00107,40,Marié(e),Propriétaire,Appartement,93,Nouvelle-Aquitaine,28830,36925,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires', 'Dommages électriques, climatiques, inondation']",1,21632,928,3,2023-08-01,Non,Oui
CLT00108,52,Célibataire,Locataire,Maison individuelle isolée,104,Occitanie,29120,45798,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Tempête, grêle, neige', 'Vol']",1,5000,401,2,2022-08-20,Oui,Non
CLT00109,79,Célibataire,Propriétaire,Maison mitoyenne,141,Île-de-France,46530,22199,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"['Vol', 'Incendie, foudre, explosion, vandalisme']",1,32850,1407,3,2024-07-28,Non,Non
CLT00110,65,Marié(e),Propriétaire,Maison individuelle isolée,144,Nouvelle-Aquitaine,44640,24596,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']","['Incendie, foudre, explosion, vandalisme']",2,34152,1677,3,2025-02-26,Non,Oui
CLT00111,68,Marié(e),Locataire,Maison individuelle isolée,124,Auvergne-Rhône-Alpes,37199,47574,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],['Assistance'],1,33828,619,3,2023-07-27,Non,Non
CLT00112,19,Marié(e),Locataire,Appartement,52,Nouvelle-Aquitaine,16120,40680,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré"", 'Dommages électriques, climatiques, inondation', 'Assistance']",3,6435,267,2,2024-02-05,Non,Non
CLT00113,61,En couple,Propriétaire,Appartement,55,Provence-Alpes-Côte d'Azur,17600,24029,Matmut,"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","[""Protection corporelle de l'assuré""]",3,14576,732,3,2024-09-30,Non,Non
CLT00114,37,En couple,Propriétaire,Appartement,93,Auvergne-Rhône-Alpes,27900,36401,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Assistance', 'Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",1,23960,928,3,2024-11-21,Non,Non
CLT00115,26,Marié(e),Propriétaire,Appartement,50,Occitanie,14000,48768,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']",['Assistance'],3,5000,515,2,2023-01-29,Non,Non
CLT00116,72,Célibataire,Propriétaire,Appartement,69,Nouvelle-Aquitaine,21390,42108,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Tempête, grêle, neige', ""Dégât des eaux, gel, refoulement d'égout""]",1,10579,688,3,2022-11-11,Non,Non
CLT00117,22,En couple,Propriétaire,Appartement,93,Provence-Alpes-Côte d'Azur,29760,30455,Crédit Agricole Assurances (Pacifica),"['Attentats matériels', 'Catastrophes naturelles']","['Assistance', ""Dégât des eaux, gel, refoulement d'égout"", 'Dommages électriques, climatiques, inondation']",2,28685,1083,3,2023-03-07,Non,Non
CLT00118,75,Célibataire,Propriétaire,Maison individuelle isolée,191,Provence-Alpes-Côte d'Azur,61120,22513,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Vol', 'Assistance']",2,16590,1722,2,2025-02-18,Non,Non
CLT00119,60,Marié(e),Propriétaire,Maison mitoyenne,136,Île-de-France,44880,23164,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']",['Vol'],2,39454,1584,3,2023-05-20,Oui,Non
CLT00120,80,Marié(e),Propriétaire,Maison individuelle isolée,198,Île-de-France,65340,53421,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']",['Assistance'],2,19432,1785,2,2024-11-07,Non,Non
CLT00121,51,Marié(e),Propriétaire,Maison individuelle isolée,125,Auvergne-Rhône-Alpes,37500,24457,Groupe des Assurances du Crédit Mutuel,['Catastrophes naturelles'],"['Tempête, grêle, neige']",1,22770,965,2,2023-04-22,Oui,Oui
CLT00122,68,Divorcé(e),Locataire,Maison mitoyenne,177,Île-de-France,58410,31485,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout""]",2,47774,797,2,2022-12-25,Oui,Oui
CLT00123,45,Célibataire,Propriétaire,Appartement,46,Occitanie,12880,34358,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige']",3,7079,473,2,2024-08-20,Non,Non
CLT00124,59,En couple,Propriétaire,Appartement,89,Nouvelle-Aquitaine,27590,36666,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Attentats matériels']","['Bris de glace, véranda, capteurs solaires', 'Assistance']",2,21938,1036,3,2025-04-11,Non,Non
CLT00125,57,Divorcé(e),Locataire,Maison individuelle isolée,156,Auvergne-Rhône-Alpes,46800,53412,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Dommages électriques, climatiques, inondation', 'Assistance', 'Bris de glace, véranda, capteurs solaires']",1,45018,449,1,2022-07-14,Non,Non
CLT00126,19,Marié(e),Locataire,Appartement,85,Auvergne-Rhône-Alpes,25500,25128,Macif (Aéma Groupe),"['Responsabilité civile', 'Catastrophes naturelles']","['Vol', 'Assistance']",2,5300,383,2,2025-04-03,Non,Non
CLT00127,30,Célibataire,Locataire,Maison individuelle isolée,178,Auvergne-Rhône-Alpes,53400,51886,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels']","[""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",2,51810,1036,3,2024-06-30,Non,Oui
CLT00128,54,Célibataire,Propriétaire,Appartement,60,Auvergne-Rhône-Alpes,18000,30035,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Vol']",1,12018,599,3,2023-05-19,Non,Non
CLT00129,21,En couple,Locataire,Appartement,81,Auvergne-Rhône-Alpes,24300,26861,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile', 'Catastrophes naturelles']","['Tempête, grêle, neige', 'Assistance', ""Protection corporelle de l'assuré""]",3,19321,539,3,2023-11-09,Non,Oui
CLT00130,53,Marié(e),Propriétaire,Maison individuelle isolée,193,Auvergne-Rhône-Alpes,57900,52961,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"['Vol', ""Dégât des eaux, gel, refoulement d'égout""]",1,41036,1926,3,2022-12-14,Oui,Non
CLT00131,30,En couple,Propriétaire,Maison mitoyenne,141,Occitanie,39480,38785,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles']","['Vol', 'Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout""]",2,38414,1642,3,2023-04-19,Non,Non
CLT00132,54,Marié(e),Locataire,Maison individuelle isolée,182,Provence-Alpes-Côte d'Azur,58240,34375,Matmut,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Bris de glace, véranda, capteurs solaires', ""Dégât des eaux, gel, refoulement d'égout""]",3,47921,1211,3,2022-08-13,Non,Non
CLT00133,31,En couple,Propriétaire,Maison individuelle isolée,101,Île-de-France,33330,36629,Crédit Agricole Assurances (Pacifica),['Responsabilité civile'],"[""Dégât des eaux, gel, refoulement d'égout"", 'Incendie, foudre, explosion, vandalisme', 'Tempête, grêle, neige']",1,25552,780,2,2024-11-26,Non,Non
CLT00134,54,Célibataire,Locataire,Maison individuelle isolée,191,Île-de-France,63030,29495,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme', 'Assistance']",1,46662,738,2,2024-11-24,Non,Non
CLT00135,35,En couple,Propriétaire,Maison mitoyenne,120,Nouvelle-Aquitaine,37200,25240,Macif (Aéma Groupe),['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Tempête, grêle, neige', 'Bris de glace, véranda, capteurs solaires']",1,31626,1198,3,2023-03-16,Non,Oui
CLT00136,53,Célibataire,Propriétaire,Appartement,80,Provence-Alpes-Côte d'Azur,25600,42198,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Dommages électriques, climatiques, inondation', 'Tempête, grêle, neige']",2,12237,721,2,2025-01-10,Non,Non
CLT00137,33,En couple,Propriétaire,Maison mitoyenne,106,Nouvelle-Aquitaine,32860,31424,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles']","['Incendie, foudre, explosion, vandalisme', ""Dégât des eaux, gel, refoulement d'égout"", ""Protection corporelle de l'assuré""]",2,29592,955,2,2025-02-01,Non,Non
CLT00138,21,Célibataire,Propriétaire,Appartement,83,Provence-Alpes-Côte d'Azur,26560,45622,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Vol', ""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",1,5000,641,2,2024-05-06,Non,Oui
CLT00139,74,En couple,Locataire,Maison mitoyenne,92,Auvergne-Rhône-Alpes,27599,49151,Crédit Agricole Assurances (Pacifica),['Catastrophes naturelles'],"[""Protection corporelle de l'assuré"", 'Assistance']",1,27549,459,3,2023-12-19,Non,Non
CLT00140,78,Célibataire,Propriétaire,Appartement,76,Île-de-France,25080,53237,Groupe des Assurances du Crédit Mutuel,['Responsabilité civile'],"['Tempête, grêle, neige', 'Assistance']",1,19744,758,3,2025-05-29,Non,Non
CLT00141,34,Marié(e),Locataire,Maison individuelle isolée,166,Occitanie,46480,44809,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Responsabilité civile', 'Attentats matériels']","['Vol', 'Dommages électriques, climatiques, inondation']",3,15925,855,2,2023-07-23,Oui,Non
CLT00142,67,Célibataire,Propriétaire,Appartement,91,Auvergne-Rhône-Alpes,27300,49150,"Covéa (MMA, MAAF, GMF)","['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Vol', 'Bris de glace, véranda, capteurs solaires']",3,19899,937,2,2022-08-17,Non,Non
CLT00143,19,Célibataire,Propriétaire,Maison mitoyenne,114,Nouvelle-Aquitaine,35339,41510,Crédit Agricole Assurances (Pacifica),"['Responsabilité civile', 'Catastrophes naturelles', 'Attentats matériels']","['Tempête, grêle, neige']",3,31547,1174,2,2022-12-27,Non,Non
CLT00144,58,Divorcé(e),Propriétaire,Maison mitoyenne,111,Auvergne-Rhône-Alpes,33300,42761,Crédit Agricole Assurances (Pacifica),['Attentats matériels'],"['Incendie, foudre, explosion, vandalisme']",1,6362,857,2,2023-05-27,Non,Non
CLT00145,50,Célibataire,Locataire,Appartement,79,Provence-Alpes-Côte d'Azur,25280,53520,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],['Assistance'],1,22951,305,2,2024-10-13,Non,Non
CLT00146,65,Veuf(ve),Propriétaire,Maison mitoyenne,110,Île-de-France,36300,33592,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Vol', ""Protection corporelle de l'assuré""]",3,13675,1133,2,2023-10-02,Oui,Non
CLT00147,73,Célibataire,Propriétaire,Maison mitoyenne,126,Provence-Alpes-Côte d'Azur,40320,40818,Matmut,['Catastrophes naturelles'],"['Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme', 'Dommages électriques, climatiques, inondation']",1,27309,1257,3,2023-08-30,Non,Oui
CLT00148,66,Marié(e),Propriétaire,Maison individuelle isolée,121,Nouvelle-Aquitaine,37510,27022,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"['Bris de glace, véranda, capteurs solaires']",1,7071,935,2,2023-11-23,Non,Oui
CLT00149,62,En couple,Propriétaire,Appartement,83,Occitanie,23240,42003,Macif (Aéma Groupe),"['Attentats matériels', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout""]",2,18129,966,3,2023-10-17,Non,Oui
CLT00150,57,Divorcé(e),Propriétaire,Maison mitoyenne,197,Auvergne-Rhône-Alpes,59099,45631,"Covéa (MMA, MAAF, GMF)","['Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", ""Dégât des eaux, gel, refoulement d'égout"", 'Tempête, grêle, neige']",2,46924,2294,3,2022-08-01,Oui,Non
CLT00151,82,Célibataire,Propriétaire,Maison mitoyenne,181,Auvergne-Rhône-Alpes,54300,26813,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],['Vol'],1,19247,1398,2,2024-05-24,Non,Non
CLT00152,70,Veuf(ve),Locataire,Appartement,55,Auvergne-Rhône-Alpes,16500,24100,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles']","['Bris de glace, véranda, capteurs solaires']",2,5829,320,3,2022-07-14,Non,Non
CLT00153,48,Célibataire,Propriétaire,Maison individuelle isolée,150,Provence-Alpes-Côte d'Azur,48000,32947,"Covéa (MMA, MAAF, GMF)",['Responsabilité civile'],"['Assistance', 'Bris de glace, véranda, capteurs solaires']",1,35373,1497,3,2024-04-28,Oui,Non
CLT00154,69,Divorcé(e),Locataire,Maison individuelle isolée,179,Occitanie,50120,47930,"Covéa (MMA, MAAF, GMF)",['Attentats matériels'],"[""Protection corporelle de l'assuré"", 'Assistance']",1,24071,691,2,2023-08-26,Non,Non
CLT00155,45,Célibataire,Propriétaire,Maison individuelle isolée,198,Île-de-France,65340,25084,Crédit Agricole Assurances (Pacifica),"['Catastrophes naturelles', 'Attentats matériels', 'Responsabilité civile']","[""Protection corporelle de l'assuré""]",3,47526,2635,3,2023-11-24,Oui,Non
CLT00156,34,Marié(e),Locataire,Appartement,68,Provence-Alpes-Côte d'Azur,21760,31900,Matmut,['Responsabilité civile'],"['Bris de glace, véranda, capteurs solaires', 'Incendie, foudre, explosion, vandalisme']",1,5644,339,3,2024-08-27,Non,Oui
CLT00157,55,Marié(e),Propriétaire,Maison mitoyenne,172,Auvergne-Rhône-Alpes,51600,32351,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Responsabilité civile']","['Dommages électriques, climatiques, inondation', 'Incendie, foudre, explosion, vandalisme']",2,39871,1550,2,2023-12-16,Oui,Non
CLT00158,58,Célibataire,Locataire,Maison individuelle isolée,185,Auvergne-Rhône-Alpes,55500,30961,"Covéa (MMA, MAAF, GMF)",['Catastrophes naturelles'],"['Vol', ""Protection corporelle de l'assuré"", 'Incendie, foudre, explosion, vandalisme']",1,55148,714,2,2022-09-20,Oui,Non
CLT00159,46,Célibataire,Locataire,Maison individuelle isolée,149,Île-de-France,49170,34214,Groupe des Assurances du Crédit Mutuel,"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Dégât des eaux, gel, refoulement d'égout"", 'Bris de glace, véranda, capteurs solaires']",3,48967,991,3,2022-10-04,Non,Non
CLT00160,36,Célibataire,Propriétaire,Appartement,93,Occitanie,26040,45501,Macif (Aéma Groupe),"['Responsabilité civile', 'Attentats matériels', 'Catastrophes naturelles']","[""Dégât des eaux, gel, refoulement d'égout""]",3,22223,958,2,2023-03-09,Non,Oui
CLT00161,50,Célibataire,Locataire,Maison individuelle isolée,165,Provence-Alpes-Côte d'Azur,52800,48997,"Covéa (MMA, MAAF, GMF)","['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","[""Protection corporelle de l'assuré"", 'Assistance']",3,40603,1098,3,2023-03-16,Oui,Non
CLT00162,55,Célibataire,Propriétaire,Maison individuelle isolée,134,Provence-Alpes-Côte d'Azur,42880,36028,Macif (Aéma Groupe),"['Attentats matériels', 'Catastrophes naturelles', 'Responsabilité civile']","['Tempête, grêle, neige', ""Protection corporelle de l'assuré"", 'Vol']",3,33241,1380,2,2023-09-24,Non,Oui
CLT00163,85,Veuf(ve),Propriétaire,Maison individuelle isolée,145,Île-de-France,47850,31793,Macif (Aéma Groupe),['Responsabilité civile'],"['Incendie, foudre, explosion, vandalisme']",1,27875,1120,2,2023-11-05,Non,Non
